"id","start_time","end_time","duration","type","mapname","winner_key","winner_label","winner_kind","winner_side","loser_key","loser_label","loser_kind","loser_side","draw","winner_opening","loser_opening"
"1","1789838480","1789838511","31","1","maps/mp/duel10","bot:/botfiles/desann.jkb","Desann","0","2","bot:/botfiles/tavion.jkb","Rodian","0","2","0","pull","grip"
"2","1789838508","1789838519","11","1","maps/mp/duel10","bot:/botfiles/trandoshan.jkb","Trandoshan","0","2","iphash:4d1013d3","^0-=^3'/^7o^3!^0d^0=-^6","2","2","0","grip","unknown"
"3","1789838605","1789838627","22","1","maps/mp/duel10","bot:/botfiles/tavion.jkb","Rodian","0","2","iphash:4d1013d3","^0-=^3'/^7o^3!^0d^0=-^6","2","2","0","pull","unknown"
"4","1789838632","1789838721","89","1","maps/mp/duel10","bot:/botfiles/imperial.jkb","Saboteur","0","2","bot:/botfiles/desann.jkb","Desann","0","2","0","grip","grip"
"5","1789838743","1789838762","19","1","maps/mp/duel10","bot:/botfiles/reborn.jkb","New_Reborn","0","2","iphash:4d1013d3","^0-=^3'/^7o^3!^0d^0=-^6","2","2","0","drain","seeing"
"6","1789838764","1789838771","7","1","maps/mp/duel10","bot:/botfiles/desann.jkb","Desann","0","2","bot:/botfiles/reborn.jkb","New_Reborn","0","2","0","pull","drain"
"7","1789838843","1789838896","53","1","maps/mp/duel10","bot:/botfiles/imperial.jkb","Saboteur","0","2","bot:/botfiles/desann.jkb","Desann","0","2","0","pull","pull"
"8","1789838943","1789838960","17","1","maps/mp/duel10","bot:/botfiles/desann.jkb","Desann","0","2","iphash:4d1013d3","^0-=^3'/^7o^3!^0d^0=-^6","2","2","0","push","unknown"
"9","1789838918","1789838989","71","1","maps/mp/duel10","bot:/botfiles/reborn.jkb","New_Reborn","0","2","bot:/botfiles/imperial.jkb","Saboteur","0","2","0","drain","grip"
"10","1789838676","1789839108","432","1","maps/mp/duel10","bot:/botfiles/trandoshan.jkb","Trandoshan","0","2","bot:/botfiles/tavion.jkb","Rodian","0","2","0","pull","push"
"11","1789839955","1789839983","28","1","maps/mp/duel10","bot:/botfiles/reborn.jkb","New_Reborn","0","2","user:void","void","1","2","0","pull","unknown"
"12","1789839921","1789839986","65","1","maps/mp/duel10","bot:/botfiles/imperial.jkb","Saboteur","0","2","bot:/botfiles/reborn.jkb","New_Reborn^7[0]","0","2","0","seeing","push"
"13","1789840040","1789840088","48","1","maps/mp/duel10","bot:/botfiles/imperial.jkb","Saboteur","0","2","user:void","void","1","2","0","drain","seeing"
"14","1789840172","1789840189","17","1","maps/mp/duel10","bot:/botfiles/desann.jkb","Desann","0","2","user:void","void","1","2","0","grip","unknown"
"15","1789840110","1789840192","82","1","maps/mp/duel10","bot:/botfiles/reborn.jkb","New_Reborn^7[0]","0","2","bot:/botfiles/imperial.jkb","Saboteur","0","2","0","unknown","grip"
"16","1789840030","1789840224","194","1","maps/mp/duel10","bot:/botfiles/reborn.jkb","New_Reborn","0","2","bot:/botfiles/trandoshan.jkb","Trandoshan","0","2","0","grip","push"
"17","1789840315","1789840472","157","1","maps/mp/duel10","bot:/botfiles/imperial.jkb","Saboteur","0","2","bot:/botfiles/reborn.jkb","New_Reborn^7[0]","0","2","0","grip","drain"
"18","1789840596","1789840648","52","1","maps/mp/duel10","bot:/botfiles/desann.jkb","Desann","0","2","bot:/botfiles/imperial.jkb","Saboteur","0","2","0","drain","grip"
"19","1789840345","1789840779","434","1","maps/mp/duel10","bot:/botfiles/reborn.jkb","New_Reborn","0","2","bot:/botfiles/trandoshan.jkb","Trandoshan","0","2","0","push","pull"
"20","1789840715","1789840845","130","1","maps/mp/duel10","bot:/botfiles/reborn.jkb","New_Reborn^7[0]","0","2","bot:/botfiles/imperial.jkb","Saboteur","0","2","0","pull","push"
"21","1789840919","1789841023","104","1","maps/mp/duel10","bot:/botfiles/desann.jkb","Desann","0","2","bot:/botfiles/imperial.jkb","Saboteur","0","2","0","pull","pull"
"22","1789840902","1789841108","206","1","maps/mp/duel10","bot:/botfiles/reborn.jkb","New_Reborn","0","2","bot:/botfiles/trandoshan.jkb","Trandoshan","0","2","0","unknown","pull"
